stage,stage_label,order,title,description,source_file,notes_for_new_ideas
finish_off,Finish Off,76,Lower Back Paint,"{player}, finish from behind, pull out at the brink, and cum over {partner}'s lower back and hips.",finish-off-3.json,
finish_off,Finish Off,77,Full Swallow,"{player}, have {partner} take you into their mouth to finish, swallowing every drop while keeping eye contact.",finish-off-3.json,
finish_off,Finish Off,78,Creampie Hold,"{player}, stay completely deep inside {partner} until you finish fully, holding their hips tight against you.",finish-off-3.json,
finish_off,Finish Off,79,Stomach Splash,"{player}, pull out at climax and cum across {partner}'s bare stomach.",finish-off-3.json,
finish_off,Finish Off,80,Ass Finish,"{player}, pull out at the last second and finish over {partner}'s butt cheeks.",finish-off-3.json,
finish_off,Finish Off,81,Anal Creampie,"{player}, finish inside {partner}'s ass, holding their hips tightly against yours and staying inside until you go soft.",finish-off-3.json,
finish_off,Finish Off,82,Ass-to-Mouth,"{player}, pull out of {partner}'s pussy or ass right at the brink and slide straight into their mouth to finish.",finish-off-3.json,
finish_off,Finish Off,83,Gag & Swallow,"{player}, hold {partner} by the hair while finishing deep in their throat, telling them to swallow every drop as you cum.",finish-off-3.json,
finish_off,Finish Off,84,Anal Pull-Out Splash,"{player}, finish by thrusting in {partner}'s ass, then pull out at the last second to cum across their ass cheeks and lower back.",finish-off-3.json,
finish_off,Finish Off,85,Double Stain,"{player}, finish on {partner}'s face and tits at the same time while tipping their head back.",finish-off-3.json,
afterglow,Afterglow,1,Three-Minute Lock,"{player}, immediately wrap into a tight, full-body cuddle lock and stay still for 3 minutes.",afterglow.json,
afterglow,Afterglow,2,Chest Heartbeat,"{player}, rest your head directly over {partner}'s chest and listen to their heartbeat slow down.",afterglow.json,
afterglow,Afterglow,3,Water Delivery,"{player}, bring {partner} a fresh, cold glass of water and hold it for them while they drink.",afterglow.json,
afterglow,Afterglow,4,Warm Towel Care,"{player}, use a warm, damp towel to gently clean and care for {partner}.",afterglow.json,
afterglow,Afterglow,5,No-Screen Snuggle,"{player}, set a 30-minute timer, pull the covers up, and snuggle with zero phones or screens.",afterglow.json,
afterglow,Afterglow,6,Ten Facial Kisses,"{player}, hold {partner}'s face in your hands and give them ten soft kisses across their forehead and cheeks.",afterglow.json,
afterglow,Afterglow,7,Peaceful Hair Stroke,"{player}, gently stroke {partner}'s hair while breathing together in total peace.",afterglow.json,
afterglow,Afterglow,8,Favorite Moment Query,"{player}, ask {partner}: 'What was your absolute favorite moment or card from tonight?'.",afterglow.json,
afterglow,Afterglow,9,Lazy Back Circles,"{player}, trace light, lazy circles on {partner}'s back or shoulder while they relax against you.",afterglow.json,
afterglow,Afterglow,10,Three Love Declarations,"{player}, whisper three sincere things you deeply love about your relationship.",afterglow.json,
afterglow,Afterglow,11,Interlocked Recovery,"{player}, lay side-by-side holding hands with interlocked fingers until your heart rates slow down.",afterglow.json,
afterglow,Afterglow,12,Body Comfort Scale,"{player}, ask {partner}: 'How does your body feel right now on a scale of 1 to 10?'.",afterglow.json,
afterglow,Afterglow,13,Stomach Lower Back Rub,"{player}, give {partner} a slow, gentle lower back rub while they rest on their stomach.",afterglow.json,
afterglow,Afterglow,14,Shoulder Head Rest,"{player}, pull {partner}'s head onto your shoulder and wrap both arms tightly around them.",afterglow.json,
afterglow,Afterglow,15,Nose Kiss Gratitude,"{player}, kiss the tip of {partner}'s nose and say, 'Thank you for tonight.'.",afterglow.json,
afterglow,Afterglow,16,Stomach Initial Trace,"{player}, lightly trace your initials onto {partner}'s stomach with your fingertip.",afterglow.json,
afterglow,Afterglow,17,Repeat Wish,"{player}, ask {partner}: 'Is there anything we did tonight that you'd love to repeat next time?'.",afterglow.json,
afterglow,Afterglow,18,Palms Over Hearts,"{player}, place your palm flat over {partner}'s heart and let them place theirs over yours.",afterglow.json,
afterglow,Afterglow,19,Five Silent Minutes,"{player}, keep the lights dim, close your eyes, and cuddle in complete silence for 5 minutes.",afterglow.json,
afterglow,Afterglow,20,Rear Spoon Kisses,"{player}, kiss {partner}'s neck and shoulders while spooning them from behind.",afterglow.json,
afterglow,Afterglow,21,Foot Tension Release,"{player}, softly massage {partner}'s feet or calves to release any lingering physical tension.",afterglow.json,
afterglow,Afterglow,22,Playful Memory Share,"{player}, share one sweet or funny thought that popped into your head while playing tonight.",afterglow.json,
afterglow,Afterglow,23,Warm Blanket Burrito,"{player}, wrap {partner} up like a burrito in a warm blanket and pull them close.",afterglow.json,
afterglow,Afterglow,24,Temple Kiss & Hair Brush,"{player}, brush stray hair away from {partner}'s forehead and press a long kiss to their temple.",afterglow.json,
afterglow,Afterglow,25,Surprise Card Inquiry,"{player}, ask {partner}: 'Which card surprised you the most tonight?'.",afterglow.json,
afterglow,Afterglow,26,Chest Waist Lock,"{player}, lay chest-to-chest with your arms locked around each other's waist for 5 minutes.",afterglow.json,
afterglow,Afterglow,27,Wrist Kiss to Cheek,"{player}, kiss {partner}'s inner wrist and hold their hand against your cheek.",afterglow.json,
afterglow,Afterglow,28,Desired Praise,"{player}, tell {partner} one specific way they made you feel desired tonight.",afterglow.json,
afterglow,Afterglow,29,Cozy Clothes Fetch,"{player}, offer to grab {partner} a cozy shirt or hoodie to slip into.",afterglow.json,
afterglow,Afterglow,30,Tent Kiss,"{player}, pull the blanket over both of your heads and share one deep, slow kiss in your private tent.",afterglow.json,
afterglow,Afterglow,31,Shoulder Squeezes,"{player}, take turns giving each other three gentle shoulder squeezes.",afterglow.json,
afterglow,Afterglow,32,Collarbone Skim,"{player}, lightly run your fingertips over {partner}'s collarbones while looking into their eyes.",afterglow.json,
afterglow,Afterglow,33,Future Plan Question,"{player}, ask {partner}: 'What is one goal or trip you want us to plan together soon?'.",afterglow.json,
afterglow,Afterglow,34,Pinky Lip Outline,"{player}, trace the outline of {partner}'s lips with your pinky finger.",afterglow.json,
afterglow,Afterglow,35,Scented Hand Rub,"{player}, give {partner} a slow 2-minute hand massage using scented hand lotion.",afterglow.json,
afterglow,Afterglow,36,Knee Stroke,"{player}, rest your leg across {partner}'s lap and let them gently stroke your knee.",afterglow.json,
afterglow,Afterglow,37,Early Relationship Memory,"{player}, whisper a favorite memory from early on in your relationship.",afterglow.json,
afterglow,Afterglow,38,One Song Breath Sync,"{player}, put on a single, ultra-relaxing song and focus only on feeling each other breathe.",afterglow.json,
afterglow,Afterglow,39,Final Soft Bite,"{player}, softly bite {partner}'s lower lip one last time, followed by a sweet kiss.",afterglow.json,
afterglow,Afterglow,40,Relaxation Scale,"{player}, ask {partner} to rate their current relaxation level from 1 to 10.",afterglow.json,
afterglow,Afterglow,41,Front-to-Back Comb,"{player}, gently comb your fingers through {partner}'s hair from front to back.",afterglow.json,
afterglow,Afterglow,42,Knuckle Kisses,"{player}, hold {partner}'s hand and kiss every single one of their knuckles.",afterglow.json,
afterglow,Afterglow,43,Full Weight Rest,"{player}, lay back and let {partner} rest their full weight on top of you for a cozy minute.",afterglow.json,
afterglow,Afterglow,44,Smile Inquiry,"{player}, ask {partner}: 'What made you smile the most during our game?'.",afterglow.json,
afterglow,Afterglow,45,Thermal Breath Warmup,"{player}, lightly blow cold air on {partner}'s neck, then warm it back up with a kiss.",afterglow.json,
afterglow,Afterglow,46,Seated Stretch Assist,"{player}, offer {partner} a quick neck and shoulder stretch while sitting up together.",afterglow.json,
afterglow,Afterglow,47,Three-Point Kiss Trail,"{player}, give {partner} three slow kisses: one on the chin, one on the lip, and one on the forehead.",afterglow.json,
afterglow,Afterglow,48,Lucky Ear Whisper,"{player}, hold {partner} close and whisper 'I'm so lucky to have you' into their ear.",afterglow.json,
afterglow,Afterglow,49,Staring Contest,"{player}, lay side-by-side facing each other and just hold eye contact until one of you blinks.",afterglow.json,
afterglow,Afterglow,50,Tuck In Sleep,"{player}, tuck the blanket around {partner}'s shoulders and hold them tight until they drift off.",afterglow.json,
afterglow,Afterglow,51,Linger Pulse,"{player}, after climax, remain completely still and connected for 60 seconds without moving.",afterglow.json,
afterglow,Afterglow,52,Afterglow Hug,"{player}, immediately wrap both arms and legs around partner in a tight embrace post-climax.",afterglow.json,
afterglow,Afterglow,53,Whispered Thanks,"{player}, whisper three heartfelt, intimate thank-yous directly against {partner}'s ear after finishing.",afterglow.json,
afterglow,Afterglow,54,Chest Rest,"{player}, lay your head directly over {partner}'s heart and listen to their heartbeat slow down.",afterglow.json,
afterglow,Afterglow,55,Hair Stroke Afterglow,"{player}, slowly stroke {partner}'s hair while breathing together in total silence for 2 minutes.",afterglow.json,
afterglow,Afterglow,56,Soft Kisses Only,"{player}, cover {partner}'s face and eyes with gentle, soft kisses after the intensity drops.",afterglow.json,
afterglow,Afterglow,57,Hydration Service,"{player}, bring {partner} a cold glass of water and hold it for them as they drink.",afterglow.json,
afterglow,Afterglow,58,Cuddle Lock,"{player}, pull covers up and hold partner close in full spooning position with no phones for 10 minutes.",afterglow.json,
afterglow,Afterglow,59,Immediate Stillness,"{player}, immediately wrap into a tight, full-body cuddle lock and stay still for 3 minutes.",afterglow.json,
afterglow,Afterglow,60,Heart Listen Shift,"{player}, rest your head directly over {partner}'s chest and listen to their heartbeat slow down.",afterglow.json,
afterglow,Afterglow,61,Hydration Rescue,"{player}, bring {partner} a fresh, cold glass of water and help them drink it.",afterglow.json,
afterglow,Afterglow,62,Warm Damp Wipe,"{player}, use a warm, damp towel to gently clean and care for {partner}.",afterglow.json,
afterglow,Afterglow,63,30-Min Snuggle Timer,"{player}, put on a soft 30-minute timer, pull the covers up, and snuggle without any phones or distractions.",afterglow.json,
afterglow,Afterglow,64,Silent Hair Stroke,"{player}, gently stroke {partner}'s hair while breathing together in total peace.",afterglow.json,
afterglow,Afterglow,65,Favorite Moment Ask,"{player}, ask {partner}: 'What was your absolute favorite moment or card from tonight?'.",afterglow.json,
afterglow,Afterglow,66,Three Love Qualities,"{player}, whisper three sincere things you love about your relationship while holding them close.",afterglow.json,
afterglow,Afterglow,67,Side Hand Lock,"{player}, lay side-by-side holding hands with your fingers interlocked until your breathing normalizes.",afterglow.json,
afterglow,Afterglow,68,Body Sensation Rating,"{player}, ask {partner}: 'How does your body feel right now on a scale of 1 to 10?'.",afterglow.json,
afterglow,Afterglow,69,Lower Back Soothe,"{player}, give {partner} a slow, gentle lower back rub while they lie on their stomach.",afterglow.json,
afterglow,Afterglow,70,Shoulder Pillow Hug,"{player}, pull {partner}'s head onto your shoulder and wrap both arms tightly around them.",afterglow.json,
afterglow,Afterglow,71,Nose Kiss Thanks,"{player}, kiss the tip of {partner}'s nose and say 'thank you for tonight.'.",afterglow.json,
afterglow,Afterglow,72,Stomach Initial,"{player}, lightly trace your initial onto their stomach while you cool down together.",afterglow.json,
afterglow,Afterglow,73,Future Repeat Question,"{player}, ask {partner}: 'Is there anything special you'd like to try again next time we play?'.",afterglow.json,
afterglow,Afterglow,74,Mutual Heart Palms,"{player}, place your hand flat over {partner}'s heart and let them place theirs over yours.",afterglow.json,
afterglow,Afterglow,75,Dim Silent Cuddle,"{player}, keep the lights dim, close your eyes, and just cuddle in total silence for 5 minutes.",afterglow.json,
afterglow,Afterglow,76,Spooned Neck Kisses,"{player}, gently kiss {partner}'s shoulders and neck while spooning from behind.",afterglow.json,
afterglow,Afterglow,77,Calf Release,"{player}, softly massage {partner}'s feet or calves to release any remaining tension.",afterglow.json,
afterglow,Afterglow,78,Funny Mid-Game Thought,"{player}, share one funny or sweet thought that popped into your head during the game.",afterglow.json,
afterglow,Afterglow,79,Blanket Burrito,"{player}, wrap {partner} up like a burrito in a warm blanket and give them a huge hug.",afterglow.json,
afterglow,Afterglow,80,Temple Kiss Wipe,"{player}, gently wipe away any stray hair from {partner}'s sweaty forehead and kiss their temple.",afterglow.json,
afterglow,Afterglow,81,Surprise Card Ask,"{player}, ask {partner} to name one card from tonight that surprised them the most.",afterglow.json,
afterglow,Afterglow,82,Chest-to-Chest Lock,"{player}, lay chest-to-chest with your arms around each other's waist for 5 uninterrupted minutes.",afterglow.json,
afterglow,Afterglow,83,Wrist Kiss Cheek,"{player}, kiss {partner}'s inner wrist and hold their hand against your cheek.",afterglow.json,
afterglow,Afterglow,84,Desire Praise,"{player}, tell {partner} one specific way they made you feel deeply loved or desired tonight.",afterglow.json,
afterglow,Afterglow,85,Hoodie Fetch,"{player}, offer to get {partner} a cozy shirt or hoodie to slip into.",afterglow.json,
afterglow,Afterglow,86,Blanket Fort Finale,"{player}, lock arms, pull the blanket over your heads, and share one final deep kiss before falling asleep.",afterglow.json,
afterglow,Afterglow,87,Clean-Up Kiss,"{player}, kiss {partner} deeply right after you both finish.",afterglow-2.json,
afterglow,Afterglow,88,Mark Check,"{player}, inspect each other's bodies for skin marks, scratches, or bites left behind.",afterglow-2.json,
afterglow,Afterglow,89,Towel Service,"{player}, bring a warm, damp towel and gently wipe down {partner}'s chest, thighs, and stomach.",afterglow-2.json,
afterglow,Afterglow,90,Post-Cum Praise,"{player}, whisper two explicit things you loved most about how {partner} looked while finishing.",afterglow-2.json,
afterglow,Afterglow,91,Dirty Mirror Review,"{player}, stand together in front of a full-length mirror while still covered in cum and sweat — take in the view before showering.",afterglow-2.json,
afterglow,Afterglow,92,Ass Care Massage,"{player}, rub warm lotion or oil over {partner}'s sore ass cheeks to soothe them while cuddling under the sheets.",afterglow-2.json,
